id,title,link,sources,date,coord
EONET_8179,Wildfire in The Democratic Republic of Congo 1019894,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_8179,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019894,6/17/2024,"[23.398607490212864, -3.3760737617380507]"
EONET_8139,Wildfire in United States 1019855,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_8139,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019855,6/16/2024,"[-105.72193942407317, 33.36714566463279]"
EONET_8155,Wildfire in Russian Federation 1019870,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_8155,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019870,6/16/2024,"[157.9826588364988, 65.7126495004195]"
EONET_8156,Wildfire in Russian Federation 1019871,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_8156,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019871,6/16/2024,"[146.71738424130103, 66.77270863830982]"
EONET_8160,Wildfire in The Democratic Republic of Congo 1019876,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_8160,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019876,6/16/2024,"[18.47351175871417, -7.421050231095639]"
EONET_8161,Wildfire in Australia 1019875,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_8161,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019875,6/16/2024,"[131.8548805299909, -12.79456054460986]"
EONET_8180,Wildfire in Russian Federation 1019895,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_8180,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019895,6/16/2024,"[132.99665993798027, 59.948255397135014]"
EONET_8181,Wildfire in Russian Federation 1019896,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_8181,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019896,6/16/2024,"[150.03649574237724, 67.70905100231123]"
EONET_8162,Wildfire in Australia 1019877,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_8162,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019877,6/15/2024,"[133.57410753730048, -12.709614536530445]"
EONET_8163,Wildfire in Russian Federation 1019878,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_8163,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019878,6/15/2024,"[118.4396590811444, 54.66212330033214]"
EONET_8182,Wildfire in The Democratic Republic of Congo 1019897,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_8182,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019897,6/15/2024,"[23.409917982583444, -3.5668065626110232]"
EONET_8140,Wildfire in Russian Federation 1019856,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_8140,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019856,6/14/2024,"[156.6579489049529, 64.51608237614225]"
EONET_6681,Wildfire in Brazil 1019839,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6681,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019839,6/13/2024,"[-57.28393213498251, -17.671302478650173]"
EONET_6687,Wildfire in Botswana 1019845,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6687,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019845,6/13/2024,"[24.83401145650008, -20.02206700721789]"
EONET_6695,Wildfire in Australia 1019853,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6695,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019853,6/13/2024,"[132.08417267814752, -13.121198778578076]"
EONET_8141,Wildfire in Russian Federation 1019857,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_8141,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019857,6/13/2024,"[134.13260040393624, 60.04986605415172]"
EONET_8153,Wildfire in Russian Federation 1019868,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_8153,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019868,6/13/2024,"[149.44755942026507, 66.34800010503768]"
EONET_8183,Wildfire in Australia 1019898,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_8183,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019898,6/13/2024,"[134.01157930735363, -12.750722951250086]"
EONET_8184,Wildfire in Russian Federation 1019899,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_8184,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019899,6/13/2024,"[137.03452360301566, 66.0533143300944]"
EONET_6682,Wildfire in Zambia 1019840,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6682,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019840,6/12/2024,"[26.468053102960674, -14.774490930290243]"
EONET_6683,Wildfire in Australia 1019841,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6683,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019841,6/12/2024,"[137.3280985860007, -16.628472234184954]"
EONET_6684,Wildfire in Australia 1019842,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6684,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019842,6/12/2024,"[137.1618343375941, -16.660030796521053]"
EONET_6688,Wildfire in Russian Federation 1019846,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6688,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019846,6/12/2024,"[131.4354712009206, 59.16594147671801]"
EONET_6689,Wildfire in Australia 1019847,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6689,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019847,6/12/2024,"[132.1889824594143, -13.48843052157011]"
EONET_8142,Wildfire in Bolivia 1019858,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_8142,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019858,6/12/2024,"[-60.32042337869555, -16.130845497248135]"
EONET_8185,Wildfire in The Democratic Republic of Congo 1019900,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_8185,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019900,6/12/2024,"[23.75848167729023, -3.8754318948046156]"
EONET_6697,"Lone Fire Wildfire, Roosevelt, Montana",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6697,https://irwin.doi.gov/observer/,6/12/2024,"[-105.668216, 48.114224]"
EONET_6699,"Chelsea Slough Fire Wildfire, Roosevelt, Montana",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6699,https://irwin.doi.gov/observer/,6/12/2024,"[-105.338766, 48.131857]"
EONET_6700,"Pit Fire Wildfire, Roosevelt, Montana",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6700,https://irwin.doi.gov/observer/,6/12/2024,"[-105.633388, 48.0773]"
EONET_6701,"South Ditch Wildfire, Fergus, Montana",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6701,https://irwin.doi.gov/observer/,6/12/2024,"[-109.645068, 47.196479]"
EONET_6702,"Gate Fire Wildfire, Roosevelt, Montana",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6702,https://irwin.doi.gov/observer/,6/12/2024,"[-105.665969, 48.066644]"
EONET_6703,"Fort Peck Tribal Dump Ground Wildfire, Roosevelt, Montana",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6703,https://irwin.doi.gov/observer/,6/12/2024,"[-105.17975, 48.10491]"
EONET_6704,"Dry Creek - Custer Wildfire, Custer, Montana",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6704,https://irwin.doi.gov/observer/,6/12/2024,"[-105.763867, 46.215133]"
EONET_6715,"Spring Gulch Wildfire, Yavapai, Arizona",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6715,https://irwin.doi.gov/observer/,6/12/2024,"[-112.028999, 34.457199]"
EONET_6716,"Pine Creek Wildfire, Lincoln, Montana",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6716,https://irwin.doi.gov/observer/,6/12/2024,"[-115.982966, 48.596518]"
EONET_6717,"VALENTINE Wildfire, Mono, California",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6717,https://irwin.doi.gov/observer/,6/12/2024,"[-118.925314, 37.633773]"
EONET_6720,"Elk Haven Wildfire, Lincoln, Montana",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6720,https://irwin.doi.gov/observer/,6/11/2024,"[-115.62767, 48.949077]"
EONET_6721,"RABBIT CREEK Wildfire, Okanogan, Washington",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6721,https://irwin.doi.gov/observer/,6/11/2024,"[-119.688449, 48.821597]"
EONET_6723,"Spring Wildfire, Powder River, Montana",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6723,https://irwin.doi.gov/observer/,6/11/2024,"[-105.90575, 45.148167]"
EONET_6725,"PHILLEO Wildfire, Stevens, Washington",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6725,https://irwin.doi.gov/observer/,6/11/2024,"[-117.860452, 48.408251]"
EONET_6731,"Round Lake Wildfire, Klamath, Oregon",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6731,https://irwin.doi.gov/observer/,6/11/2024,"[-121.914897, 42.20675]"
EONET_6733,"Waddle Wildfire, Elko, Nevada",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6733,https://irwin.doi.gov/observer/,6/11/2024,"[-115.82652, 41.03323]"
EONET_6734,"Shute Wildfire, Lincoln, Wyoming",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6734,https://irwin.doi.gov/observer/,6/11/2024,"[-110.4532, 42.26215]"
EONET_6736,"0221 NE DARLENE 2 Wildfire, Deschutes, Oregon",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6736,https://irwin.doi.gov/observer/,6/11/2024,"[-121.476282, 43.652785]"
EONET_6737,"Sego Wildfire, Dolores, Colorado",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6737,https://irwin.doi.gov/observer/,6/11/2024,"[-108.913133, 37.639667]"
EONET_6739,"Stuart 3 Wildfire, Fairbanks North Star, Alaska",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6739,https://irwin.doi.gov/observer/,6/11/2024,"[-146.561998, 66.683013]"
EONET_6740,"Cold Spring Ln Wildfire, Columbia, Washington",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6740,https://irwin.doi.gov/observer/,6/11/2024,"[-118.022489, 46.302211]"
EONET_6743,"Cedar City Assist 01 Wildfire, Iron, Utah",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6743,https://irwin.doi.gov/observer/,6/11/2024,"[-113.185101, 37.674879]"
EONET_6747,"MPMG Wildfire, Fairbanks North Star, Alaska",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6747,https://irwin.doi.gov/observer/,6/11/2024,"[-147.656117, 64.810283]"
EONET_6748,"Longs Ranch Wildfire, Douglas, Oregon",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6748,https://irwin.doi.gov/observer/,6/11/2024,"[-123.5338685, 43.32234447]"
EONET_6678,Wildfire in China 1019836,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6678,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019836,6/11/2024,"[112.13231659287177, 36.031661543156666]"
EONET_6690,Wildfire in Russian Federation 1019848,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6690,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019848,6/11/2024,"[128.66495544704927, 53.27742275722371]"
EONET_6691,Wildfire in Russian Federation 1019849,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6691,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019849,6/11/2024,"[136.2825117087701, 62.769134900333306]"
EONET_6692,Wildfire in Brazil 1019850,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6692,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019850,6/11/2024,"[-56.33117041317782, -19.780401642890286]"
EONET_6696,Wildfire in Australia 1019854,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6696,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019854,6/11/2024,"[130.26648020718562, -14.282982474581985]"
EONET_8143,"Wildfire in Botswana, Namibia 1019859",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_8143,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019859,6/11/2024,"[22.948394283062314, -18.067359525469087]"
EONET_6750,"South Devils Corral Wildfire, Jerome, Idaho",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6750,https://irwin.doi.gov/observer/,6/11/2024,"[-114.369453, 42.600086]"
EONET_6752,"Lakeshore Dr. Wildfire, Josephine, Oregon",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6752,https://irwin.doi.gov/observer/,6/11/2024,"[-123.5792797, 42.26686509]"
EONET_6753,"QUAKE Wildfire, Benton, Washington",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6753,https://irwin.doi.gov/observer/,6/11/2024,"[-119.267871, 46.193834]"
EONET_6755,"Cat Tail Creek Wildfire, Jackson, Oregon",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6755,https://irwin.doi.gov/observer/,6/11/2024,"[-122.6538, 42.56046667]"
EONET_6756,"Deviation Wildfire, Northwest Arctic, Alaska",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6756,https://irwin.doi.gov/observer/,6/11/2024,"[-160.695648, 66.928278]"
EONET_6757,"Gyer Wildfire, Lake, Oregon",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6757,https://irwin.doi.gov/observer/,6/11/2024,"[-121.183538, 42.913761]"
EONET_6760,"Creek Wildfire, Crook, Wyoming",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6760,https://irwin.doi.gov/observer/,6/11/2024,"[-104.658384, 44.925824]"
EONET_6764,"Trail Wildfire, Washoe, Nevada",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6764,https://irwin.doi.gov/observer/,6/11/2024,"[-119.764023, 39.625623]"
EONET_6771,"GROVE Wildfire, Spokane, Washington",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6771,https://irwin.doi.gov/observer/,6/11/2024,"[-117.487836, 47.58265]"
EONET_6774,"Interlaken Wildfire, Lake, Colorado",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6774,https://irwin.doi.gov/observer/,6/11/2024,"[-106.31127, 39.07743]"
EONET_6779,"LA PORTE Wildfire, Butte, California",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6779,https://irwin.doi.gov/observer/,6/11/2024,"[-121.403826, 39.390536]"
EONET_6780,"WATKINS Wildfire, Mariposa, California",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6780,https://irwin.doi.gov/observer/,6/11/2024,"[-119.539277, 37.783315]"
EONET_6783,"Warm Creek Wildfire, Jerome, Idaho",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6783,https://irwin.doi.gov/observer/,6/11/2024,"[-114.458227, 42.602062]"
EONET_6788,"PRESTON ROAD Wildfire, Okanogan, Washington",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6788,https://irwin.doi.gov/observer/,6/11/2024,"[-120.132973, 48.215485]"
EONET_6789,"STODDARD 3 Wildfire, San Bernardino, California",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6789,https://irwin.doi.gov/observer/,6/11/2024,"[-117.055431, 34.785296]"
EONET_6795,"Lake Creek Wildfire, Harney, Oregon",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6795,https://irwin.doi.gov/observer/,6/11/2024,"[-119.227055, 43.751269]"
EONET_6798,"Snow Ranch Wildfire, Archuleta, Colorado",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6798,https://irwin.doi.gov/observer/,6/11/2024,"[-107.220193, 37.253575]"
EONET_6804,"E Antelope Rd 2528 Wildfire, Jackson, Oregon",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6804,https://irwin.doi.gov/observer/,6/11/2024,"[-122.7488833, 42.41375]"
EONET_6813,"Wildcat Wildfire, Tooele, Utah",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6813,https://irwin.doi.gov/observer/,6/11/2024,"[-113.296123, 40.47799]"
EONET_6816,"Bogners - Carter Wildfire, Carter, Montana",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6816,https://irwin.doi.gov/observer/,6/11/2024,"[-105.00292, 45.21458]"
EONET_6817,"CARO Wildfire, Spokane, Washington",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6817,https://irwin.doi.gov/observer/,6/11/2024,"[-117.293534, 47.649666]"
EONET_6818,"WILDCAT CREEK Wildfire, Caddo, Oklahoma",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6818,https://irwin.doi.gov/observer/,6/11/2024,"[-98.256944, 35.296944]"
EONET_6820,"PALISADES ROAD Wildfire, Douglas, Washington",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6820,https://irwin.doi.gov/observer/,6/11/2024,"[-120.012476, 47.275592]"
EONET_6835,"D54 STUCK VEHICLE 2S66 Wildfire, Tuolumne, California",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6835,https://irwin.doi.gov/observer/,6/10/2024,"[-119.96652, 37.79836]"
EONET_6838,"Timber Butte Wildfire, Klamath, Oregon",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6838,https://irwin.doi.gov/observer/,6/10/2024,"[-121.476333, 43.316]"
EONET_6841,"ADOBE 3 Wildfire, Sonoma, California",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6841,https://irwin.doi.gov/observer/,6/10/2024,"[-122.531283, 38.238583]"
EONET_6842,"ADOBE 2 Wildfire, Sonoma, California",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6842,https://irwin.doi.gov/observer/,6/10/2024,"[-122.533917, 38.240033]"
EONET_6844,"Black Wildfire, Gila, Arizona",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6844,https://irwin.doi.gov/observer/,6/10/2024,"[-110.529833, 33.986]"
EONET_6845,"I-5 MM 18 Wildfire, Jackson, Oregon",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6845,https://irwin.doi.gov/observer/,6/10/2024,"[-122.7138333, 42.21833333]"
EONET_6849,"ASSIST/KRN/48A Wildfire, Kern, California",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6849,https://irwin.doi.gov/observer/,6/10/2024,"[-117.962179, 35.223745]"
EONET_6850,"I 80  / CUMMINGS SKWY Wildfire, Contra Costa, California",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6850,https://irwin.doi.gov/observer/,6/10/2024,"[-122.238293, 38.045173]"
EONET_6666,"Wildfire in Bolivia, Brazil 1019827",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6666,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019827,6/10/2024,"[-57.96180469872408, -19.98358757004916]"
EONET_6673,Wildfire in The Democratic Republic of Congo 1019831,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6673,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019831,6/10/2024,"[25.048072842072497, -8.449158839527039]"
EONET_6679,Wildfire in Australia 1019837,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6679,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019837,6/10/2024,"[128.756296444836, -17.064177309559632]"
EONET_6685,Wildfire in Australia 1019844,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6685,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019844,6/10/2024,"[130.11084389489514, -14.453578007520827]"
EONET_6686,Wildfire in Russian Federation 1019843,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6686,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019843,6/10/2024,"[128.92521909629454, 53.328215689594266]"
EONET_6693,Wildfire in Australia 1019851,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6693,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019851,6/10/2024,"[130.1599674966007, -14.388250095459364]"
EONET_8154,Wildfire in The Democratic Republic of Congo 1019869,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_8154,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019869,6/10/2024,"[24.211050380988084, -3.3985815757509625]"
EONET_8186,Wildfire in Russian Federation 1019901,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_8186,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019901,6/10/2024,"[133.13202920201394, 59.91720308563306]"
EONET_6863,"Canal Wildfire, Maricopa, Arizona",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6863,https://irwin.doi.gov/observer/,6/10/2024,"[-111.893383, 33.449053]"
EONET_6866,"Wickiup Wildfire, Klamath, Oregon",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6866,https://irwin.doi.gov/observer/,6/10/2024,"[-121.358369, 43.348265]"
EONET_6874,"2452 Wildfire, Harney, Oregon",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6874,https://irwin.doi.gov/observer/,6/10/2024,"[-119.866325, 43.592621]"
EONET_6875,"Heart Lake Camp Fire Wildfire, Lake, Oregon",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6875,https://irwin.doi.gov/observer/,6/10/2024,"[-120.8387, 42.2573]"
